# index[0] x_pos[1,pix] y_pos[2] hlr_gal[3,arcsec] e_gal[4] beta_gal[5,deg] n_gal[6] mag[7] flux_gal[8] 
# sky[9,adu/arcsec^2] fwhm_psf[10,arcsec] beta_moffat_psf[11] e_psf[12] beta_psf[13,deg] trunc[14, arcsec]
#   0     1       2      3      4    5     6      7        8          9     10    11     12   13     14 
#  note: set the size of the entire field to 2200 pix by 2200 for galsim run.
#  the region of interest:  (x_pix = 100 - 2100, y_pix = 100 - 2100) 
0	1742.42	872.57	0.100	0.000	0	1.70	27.90	86.0	49050.00	0.920	3.19	0.060	0	0.540	
1	498.92	1357.74	0.100	0.000	0	2.42	27.78	95.0	49050.00	0.810	2.97	0.020	0	0.686	
2	1507.89	748.30	0.100	0.000	0	3.99	28.94	33.0	49050.00	0.840	3.02	0.100	0	0.999	
3	1262.47	1920.42	0.100	0.000	0	4.75	27.32	146.0	49050.00	0.870	2.95	0.130	0	1.151	
4	191.28	753.65	0.100	0.000	0	4.53	28.04	75.0	49050.00	0.820	3.02	0.010	0	1.106	
5	1334.18	1012.72	0.100	0.000	0	1.56	27.70	103.0	49050.00	0.920	3.19	0.050	0	0.513	
6	1670.92	2021.43	0.100	0.000	0	0.69	28.27	61.0	49050.00	0.900	3.03	0.000	0	0.338	
7	603.28	1867.42	0.100	0.000	0	0.81	28.59	45.0	49050.00	0.900	3.01	0.050	0	0.363	
8	1989.54	758.99	0.100	0.000	0	1.01	28.08	72.0	49050.00	0.850	3.02	0.030	0	0.403	
9	447.45	198.17	0.100	0.000	0	2.40	28.94	33.0	49050.00	0.920	3.02	0.110	0	0.682	
10	709.20	590.10	0.100	0.000	0	2.47	28.80	37.0	49050.00	0.820	3.09	0.030	0	0.694	
11	1008.28	1522.74	0.100	0.000	0	2.38	28.32	58.0	49050.00	0.930	3.00	0.080	0	0.676	
12	1477.12	1246.56	0.100	0.000	0	2.14	28.96	32.0	49050.00	0.850	2.98	0.020	0	0.630	
13	1636.00	1488.44	0.100	0.000	0	2.47	27.74	99.0	49050.00	0.800	3.09	0.020	0	0.694	
14	679.19	280.99	0.100	0.000	0	2.48	28.26	61.0	49050.00	0.900	3.03	0.040	0	0.697	
15	1354.84	1585.79	0.100	0.000	0	3.78	28.82	37.0	49050.00	0.890	3.15	0.050	0	0.957	
16	609.93	356.17	0.100	0.000	0	2.38	28.40	54.0	49050.00	0.870	2.95	0.010	0	0.676	
17	1710.04	1584.96	0.100	0.000	0	1.59	28.77	38.0	49050.00	0.900	3.17	0.130	0	0.519	
18	347.09	564.95	0.100	0.000	0	2.93	28.88	35.0	49050.00	0.800	3.15	0.120	0	0.787	
19	1722.19	1821.19	0.100	0.000	0	4.56	28.09	72.0	49050.00	0.910	3.16	0.060	0	1.113	
20	2056.08	2095.79	0.100	0.000	0	3.38	28.76	39.0	49050.00	0.910	2.95	0.000	0	0.876	
21	720.21	1929.58	0.160	0.000	0	4.79	27.30	149.0	49050.00	0.930	3.06	0.040	0	1.877	
22	1873.67	993.95	0.100	0.000	0	2.07	28.42	53.0	49050.00	0.830	3.02	0.040	0	0.616	
23	1769.94	2071.32	0.100	0.000	0	3.32	28.39	54.0	49050.00	0.880	2.90	0.040	0	0.865	
24	1025.70	1440.58	0.100	0.000	0	1.89	27.70	103.0	49050.00	0.870	3.06	0.030	0	0.579	
25	1573.56	1521.43	0.100	0.000	0	4.58	28.49	50.0	49050.00	0.840	3.01	0.100	0	1.116	
26	1804.20	1283.66	0.100	0.000	0	2.16	28.45	52.0	49050.00	0.910	3.12	0.060	0	0.633	
